Product Name,MRP,Selling Price,Discount %,Brand,Rating,Review Count,Platform
"Lava Blaze 2 5G (Glass Blue, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM","₹12,499","9,169",(27% off),Lava,4.1 out of 5 stars,809,Amazon
"Vivo X200 Pro 5G (Titanium Grey, 16GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","₹1,01,999","94,999",(7% off),Vivo,4.7 out of 5 stars,220,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"TECNO POVA 6 NEO 5G (Midnight Shadow, 6GB+128GB) | Advanced AI Features | 108MP Ultra Clear AI Camera | D6300 Powerful Processor | 5 Year Lag Free Fluency | 5000 mAh Battery | InBuilt Infrared and NFC","₹15,999","9,999",(38% off),TECNO,3.9 out of 5 stars,940,Amazon
"Samsung Galaxy A56 5G (Awesome Olive, 12GB, 256GB) | Metal Frame | Gemini Live | Awesome Intelligence (AI): Circle to Search, Instant Slo-Mo, Auto-Trim, Object Eraser | Flagship Grade Camera","₹52,999","44,999",(15% off),Samsung,4.2 out of 5 stars,231,Amazon
"Vivo V50e 5G (Sapphire Blue, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","₹35,999","30,999",(14% off),Vivo,3.9 out of 5 stars,88,Amazon
"Samsung Galaxy A56 5G (Awesome Olive, 8GB, 256GB) | Metal Frame | Gemini Live | Awesome Intelligence (AI): Circle to Search, Instant Slo-Mo, Auto-Trim, Object Eraser | Flagship Grade Camera","₹48,999","41,999",(14% off),Samsung,4.2 out of 5 stars,231,Amazon
"Motorola razr 60 Ultra (Pantone Rio Red, 16 GB RAM, 512 GB Storage) | Snapdragon® 8 Elite Mobile Platform | 6.9"" AMOLED Upto 165Hz Display | 50 MP + 50 MP + 50MP Triple Camera","₹1,09,000","89,998",(17% off),Motorola,3.9 out of 5 stars,56,Amazon
"OPPO F27 Pro+ 5G (Dusk Pink, 8GB RAM, 256GB Storage)| 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers","₹34,999","23,480",(33% off),OPPO,4.0 out of 5 stars,768,Amazon
"Samsung Galaxy S25 5G Smartphone with Galaxy AI (Silver Shadow, 12GB RAM, 256GB Storage), Snapdragon 8 Elite, 50 MP Camera with ProVisual Engine and 4000mAh Battery",,"80,999",,Samsung,4.4 out of 5 stars,139,Amazon
Xiaomi 14 Civi Hot Pink (12GB RAM 512GB Storage) | 50 MP Leica Triple Camera| SD 8s Gen 3 | 1.5K Quad Curved AMOLED HyperOS,"₹59,999","31,999",(47% off),Xiaomi,4.0 out of 5 stars,403,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"TECNO Spark GO 1 (Glittery White, 4GB+64GB) | 4+ Years Lag Free Fluency | 6.67"" 120Hz Smooth Display | 8GB* Bigger RAM | in-Built Infrared Remote | Dual Speakers with DTS | AI Call Noise Reduction","₹8,999","7,298",(19% off),TECNO,4.0 out of 5 stars,219,Amazon
"Tecno Phantom V Fold 2 (Karst Green, 12GB+512GB) | Strongest Fold Ever | Largest Battery in Fold Segment-5750mAh | Segment Largest Display | Rear-Triple 50MP Camera with OIS, Wi-Fi | 70W Fast Charger","₹1,19,999","89,999",(25% off),Tecno,3.1 out of 5 stars,114,Amazon
"Lava Shark 5G (Steller Blue, 4GB RAM, 64GB Storage) |Bigger 6.75"" HD+ Notch Display | Octacore 5G Processor | 13 MP AI Camera |5000 mAh Battery| IP54 Rated Dust & Water Splash Proof","₹9,499","7,999",(16% off),Lava,4.4 out of 5 stars,8,Amazon
"Tecno POP 9 5G (Aurora Cloud, 8GB+128GB) | D6300 5G Processor | 48MP Sony AI Camera | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker | Without Charger","₹14,999","9,499",(37% off),Tecno,4.0 out of 5 stars,837,Amazon
"Lava Blaze 3 5G (Glass Blue, 6GB+128GB) | Segment's Fastest 5G Smartphone | Dimensity 6300 Processor | 90Hz Display | 50MP+2MP AI Camera with Vibe Light | 5000 mAh | Special Discount on All Banks","₹12,999","10,999",(15% off),Lava,4.1 out of 5 stars,328,Amazon
"Lava O3 Pro (Glossy Black, 4 GB RAM, 64 GB Storage)| Bigger 6.56"" HD+ Display | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | 10W Charging | Charger in Box","₹7,799","6,699",(14% off),Lava,4.0 out of 5 stars,250,Amazon
"TECNO Spark GO 2 (Ink Black, 4GB+64GB) | Segment 1st IP64 SGS Certified | Segment's 1st AI with Indian Languages | Segment's 1st No Network Communications* | 120Hz Display |5000mAh Battery","₹8,999","6,998",(22% off),TECNO,3.8 out of 5 stars,9,Amazon
"Motorola razr 60 Ultra (Pantone Mountain Trail, 16 GB RAM, 512 GB Storage) | Moto AI | Snapdragon® 8 Elite Mobile Platform | 6.9"" AMOLED 165Hz Display | 50 MP + 50 MP + 50MP Triple Camera","₹1,09,000","89,998",(17% off),Motorola,3.9 out of 5 stars,56,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M06 5G (Blazing Black, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger","₹15,499","10,049",(35% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Vivo Y36 (Meteor Black, 8GB RAM, 128GB Storage) Without Offers","₹21,999","11,499",(48% off),Vivo,4.0 out of 5 stars,307,Amazon
"Motorola razr 60 Ultra (Pantone Mountain Trail, 16 GB RAM, 512 GB Storage) | Moto AI | Snapdragon® 8 Elite Mobile Platform | 6.9"" AMOLED 165Hz Display | 50 MP + 50 MP + 50MP Triple Camera","₹1,09,000","89,998",(17% off),Motorola,3.9 out of 5 stars,56,Amazon
"Redmi Note 14 5G (Mystique White, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹21,999","16,999",(23% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"Redmi Note 14 5G (Ivy Green, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹21,999","16,999",(23% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"Lava Shark 5G (Steller Gold, 4GB RAM, 64GB Storage) |Bigger 6.75"" HD+ Notch Display | Octacore 5G Processor | 13 MP AI Camera |5000 mAh Battery| IP54 Rated Dust & Water Splash Proof","₹9,499","7,999",(16% off),Lava,4.4 out of 5 stars,8,Amazon
"Infinix Note 50x 5G+ (Sea Breeze Green, 6GB RAM, 128GB Storage) | MediaTek D7300 Ultimate | 90FPS BGMI Gaming | 5500mAH Battery with 45W FastCharge | 650K+ AnTuTu AI","₹14,999","11,499",(23% off),Infinix,4.0 out of 5 stars,153,Amazon
"OPPO F29 5G (Solid Purple, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹28,999","23,998",(17% off),OPPO,4.1 out of 5 stars,246,Amazon
"Infinix Smart 9 HD (Metallic Black, 3GB RAM, 64GB Storage) | 250K+ Drop Tests | 90Hz Punch Hole Display | 5000mAh Battery","₹8,999","6,699",(26% off),Infinix,3.6 out of 5 stars,61,Amazon
"Samsung Galaxy A55 5G (Awesome Iceblue, 8GB RAM, 256GB Storage) | AI | Metal Frame | 50 MP Main Camera (OIS) | Super HDR Video| Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED Display","₹45,999","26,999",(41% off),Samsung,4.2 out of 5 stars,Let us know,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹10,999","7,998",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium","₹1,19,900","1,11,900",(7% off),iPhone,4.4 out of 5 stars,400,Amazon
"JioBharat V4 4G Phone with JioTV, JioHotstar, UPI, JioSoundPay,JioSaavn, Long Lasting Battery, LED Torch, Digital Camera | Blue | Locked for JioNetwork","₹1,999",799,(60% off),JioBharat,3.2 out of 5 stars,354,Amazon
"Samsung Galaxy S25 Ultra 5G Smartphone with Galaxy AI (Titanium Silverblue, 12GB RAM, 512GB Storage), Titanium Frame, Snapdragon 8 Elite, 200 MP Camera with ProVisual Engine and 5000mAh Battery","₹1,49,999","1,25,999",(16% off),Samsung,4.2 out of 5 stars,352,Amazon
"OPPO A5 5G (Aurora Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹19,499","15,498",(21% off),OPPO,4.2 out of 5 stars,6,Amazon
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White","₹79,900","72,400",(9% off),iPhone,4.5 out of 5 stars,"1,128",Amazon
"Infinix Hot 50 5G, Sage Green (8GB, 128GB)","₹14,999","10,499",(30% off),Infinix,4.1 out of 5 stars,161,Amazon
"Lava Agni 3 5G (Pristine Glass, 8GB+128GB) | India's 1st dual AMOLED | Dimensity 7300X | 50MP Triple AI Camera | 66W Fast Charge,5000 mAh Battery | Clean UI | Free Replacement @ Home | Without Charger","₹25,499","16,999",(33% off),Lava,4.2 out of 5 stars,988,Amazon
"Samsung Galaxy S25 5G Smartphone with Galaxy AI (Mint, 12GB RAM, 256GB Storage), Snapdragon 8 Elite, 50 MP Camera with ProVisual Engine and 4000mAh Battery","₹80,999","74,999",(7% off),Samsung,4.5 out of 5 stars,235,Amazon
"Samsung Galaxy S24 Ultra 5G AI Smartphone with Galaxy AI (Titanium Black, 12GB, 512GB Storage), Snapdragon 8 Gen 3, 200 MP Camera with ProVisual Engine and 5000mAh Battery","₹1,44,999","1,29,999",(10% off),Samsung,4.4 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Stargaze Black, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹14,999","11,498",(23% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi Note 14 5G (Ivy Green, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹21,999","16,999",(23% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Infinix Note 50x 5G+ (Sea Breeze Green, 6GB RAM, 128GB Storage) | MediaTek D7300 Ultimate | 90FPS BGMI Gaming | 5500mAH Battery with 45W FastCharge | 650K+ AnTuTu AI","₹14,999","11,499",(23% off),Infinix,4.0 out of 5 stars,153,Amazon
"TECNO Spark GO 1 (Glittery White, 4GB+64GB) | 4+ Years Lag Free Fluency | 6.67"" 120Hz Smooth Display | 8GB* Bigger RAM | in-Built Infrared Remote | Dual Speakers with DTS | AI Call Noise Reduction","₹8,999","7,298",(19% off),TECNO,4.0 out of 5 stars,219,Amazon
"Motorola razr 60 Ultra (Pantone Scarab, 16 GB RAM, 512 GB Storage) | Moto AI | Snapdragon® 8 Elite Mobile Platform | 6.9"" AMOLED 165Hz Display | 50 MP + 50 MP + 50MP Triple Camera","₹1,09,000","89,998",(17% off),Motorola,3.9 out of 5 stars,56,Amazon
"Xiaomi 14 CIVI (Matcha Green, 12GB RAM, 512GB Storage)","₹59,999","31,999",(47% off),Xiaomi,4.0 out of 5 stars,403,Amazon
"OPPO A5 5G (Aurora Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹19,499","15,498",(21% off),OPPO,4.2 out of 5 stars,6,Amazon
"Lava O3 Pro (Glossy Black, 4 GB RAM, 64 GB Storage)| Bigger 6.56"" HD+ Display | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | 10W Charging | Charger in Box","₹7,799","6,699",(14% off),Lava,4.0 out of 5 stars,250,Amazon
"Lava Agni 3 5G (Pristine Glass, 8GB+128GB) | India's 1st dual AMOLED | Dimensity 7300X | 50MP Triple AI Camera | 66W Fast Charge,5000 mAh Battery | Clean UI | Free Replacement @ Home | Without Charger","₹25,499","16,999",(33% off),Lava,4.2 out of 5 stars,988,Amazon
"Acer Super ZX 5G (Lunar Blue, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera","₹19,999","10,998",(45% off),Acer,3.5 out of 5 stars,412,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
"Redmi Note 14 5G (Mystique White, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹24,999","19,999",(20% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"Lava Storm 5G (Thunder Black, 8GB RAM, 128GB ROM) | Powerful MediaTek Dimensity 6080 Processor | 50MP Ultrawide Rear+16MP Front Camera |No Bloatware | Segment's Most Affordable 5G Smartphone on Amazon","₹15,999","12,499",(22% off),Lava,4.0 out of 5 stars,794,Amazon
"Vivo X200 5G (Cosmos Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","₹74,999","65,999",(12% off),Vivo,4.4 out of 5 stars,135,Amazon
"OPPO A3X 5G (Sparkle Black, 4GB RAM, 64GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers","₹14,999","10,999",(27% off),OPPO,4.0 out of 5 stars,251,Amazon
"realme GT 7 Pro (Galaxy Grey,16GB+512GB) | India's First Snapdragon 8 Elite Processor | 3X Periscope Flagship Camera| RealWorld Eco² OLED Plus Display","₹74,999","51,999",(31% off),realme,4.1 out of 5 stars,147,Amazon
"Lava Shark 5G (Steller Blue, 4GB RAM, 64GB Storage) |Bigger 6.75"" HD+ Notch Display | Octacore 5G Processor | 13 MP AI Camera |5000 mAh Battery| IP54 Rated Dust & Water Splash Proof","₹9,499","7,999",(16% off),Lava,4.4 out of 5 stars,8,Amazon
"Samsung Galaxy A36 5G (Awesome Lavender, 8GB, 128GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹35,999","30,999",(14% off),Samsung,4.0 out of 5 stars,220,Amazon
"OPPO F29 5G (Solid Purple, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","₹30,999","25,998",(16% off),OPPO,4.1 out of 5 stars,246,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Lava Storm 5G (Thunder Black, 8GB RAM, 128GB ROM) | Powerful MediaTek Dimensity 6080 Processor | 50MP Ultrawide Rear+16MP Front Camera |No Bloatware | Segment's Most Affordable 5G Smartphone on Amazon","₹15,999","12,499",(22% off),Lava,4.0 out of 5 stars,794,Amazon
"realme GT 7 Pro (Galaxy Grey,16GB+512GB) | India's First Snapdragon 8 Elite Processor | 3X Periscope Flagship Camera| RealWorld Eco² OLED Plus Display","₹74,999","51,999",(31% off),realme,4.1 out of 5 stars,147,Amazon
"Redmi Note 14 5G (Phantom Purple, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹24,999","19,999",(20% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"Samsung Galaxy A06 5G (Black, 4GB RAM, 128GB Storage) | 50MP Dual Camera | 4 Gen OS Upgrades | IP54 Rating | Voice Focus","₹15,499","11,499",(26% off),Samsung,4.0 out of 5 stars,48,Amazon
"Samsung Galaxy A06 5G (Black, 4GB RAM, 64GB Storage) | 50MP Dual Camera | 4 Gen OS Upgrades | IP54 Rating | Voice Focus","₹13,999","10,499",(25% off),Samsung,4.0 out of 5 stars,48,Amazon
"Samsung Galaxy A36 5G (Awesome Lavender, 8GB, 128GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹35,999","30,999",(14% off),Samsung,4.0 out of 5 stars,220,Amazon
"Samsung Galaxy A35 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster","₹33,999","20,826",(39% off),Samsung,4.0 out of 5 stars,"1,706",Amazon
POCO X7 5G Cosmic Silver 8GB RAM 128GB ROM,"₹24,999","17,499",(30% off),POCO,3.7 out of 5 stars,17,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Vivo X200 5G (Cosmos Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","₹74,999","65,999",(12% off),Vivo,4.4 out of 5 stars,135,Amazon
"Acer Super ZX 5G (Cosmic Green, 4GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera","₹18,999","9,998",(47% off),Acer,3.5 out of 5 stars,412,Amazon
"Samsung Galaxy A16 5G (Light Green, 8GB RAM, 128GB Storage) | AI | Circle to Search | Super AMOLED | 6.5” Display | 50MP Triple Camera | IP54 Rated | 6 Years Security Updates","₹21,499","17,499",(19% off),Samsung,3.8 out of 5 stars,505,Amazon
Motorola All-New A200 Dual Sim keypad Phone (with Voice Feature) | 2 Years Replacement | Long Lasting Battery | Wireless FM | Built-in UPI Payments App | Auto Call Recording (Black),"₹1,549","1,119",(28% off),Motorola,3.4 out of 5 stars,216,Amazon
"Samsung Galaxy A56 5G (Awesome Light Gray, 12GB, 256GB) | Metal Frame | Gemini Live | Awesome Intelligence (AI): Circle to Search, Instant Slo-Mo, Auto-Trim, Object Eraser | Flagship Grade Camera","₹52,999","44,999",(15% off),Samsung,4.2 out of 5 stars,231,Amazon
"Redmi Note 14 5G (Mystique White, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹24,999","19,999",(20% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"Redmi Note 14 5G (Ivy Green, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹22,999","17,999",(22% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"OPPO A5 Pro 5G (Mocha Brown, 8GB RAM, 128GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers","₹21,999","17,998",(18% off),OPPO,3.7 out of 5 stars,80,Amazon
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","₹11,999","8,798",(27% off),Redmi,3.9 out of 5 stars,Let us know,Amazon
"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design","₹12,999","9,498",(27% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Samsung Galaxy M36 5G (Serene Green, 6 GB RAM, 128 GB Storage)| Circle to Search| Google Gemini| Corning Gorilla Glass Victus+| 7.7mm Slim| AI Enhanced 50 MP OIS Triple Camera| Unmatched Nightography","₹22,999","17,499",(24% off),Samsung,3.8 out of 5 stars,Let us know,Amazon
"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","₹19,999","11,699",(42% off),Redmi,4.0 out of 5 stars,Let us know,Amazon
"Nothing Phone (2a) 5G (Black, 8GB RAM, 128GB Storage) | 6.7"" AMOLED Display | 50MP (OIS) + 50 MP | 32 MP Front | Mediatek Dimensity 7200 Pro Processor | Glyph Interface | 45 W Charging 100% in 59 mins","₹25,999","23,990",(8% off),Nothing,4.2 out of 5 stars,466,Amazon
"Samsung Galaxy A36 5G (Awesome Black, 8GB, 256GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹38,999","33,999",(13% off),Samsung,4.0 out of 5 stars,220,Amazon
"OnePlus Nord 4 5G (Mercurial Silver, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Plus Gen 3 | ANTUTU Score 1.5Mn+ | OnePlus AI","₹32,999","26,999",(18% off),OnePlus,4.3 out of 5 stars,"4,648",Amazon
"Redmi Note 14 5G (Mystique White, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","₹24,999","19,999",(20% off),Redmi,3.8 out of 5 stars,"1,366",Amazon
"OPPO A5X 5G (Midnight Blue, 4GB RAM, 128GB Storage)","₹16,999","12,999",(24% off),OPPO,4.2 out of 5 stars,10,Amazon
"Samsung Galaxy A26 5G (Awesome Mint, 8GB, 128GB) | Awesome Intelligence (AI) | Circle to Search | Gemini Live | FHD+ sAMOLED Display | 50MP OIS Camera | IP67 Rated","₹27,999","22,999",(18% off),Samsung,3.7 out of 5 stars,119,Amazon
"Infinix Note 40 5G, Racing Grey (8GB, 256GB)","₹24,999","15,999",(36% off),Infinix,3.8 out of 5 stars,83,Amazon
"Vivo Y29 5G (Titanium Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","₹21,999","16,998",(23% off),Vivo,4.1 out of 5 stars,211,Amazon
Redmi Note 14 Pro+ 5G Titan Black 8GB RAM 128GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹34,999","27,999",(20% off),Redmi,,Let us know,Amazon
Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,"₹36,999","29,999",(19% off),Redmi,3.8 out of 5 stars,Let us know,Amazon
"Samsung Galaxy A36 5G (Awesome Black, 8GB, 128GB) | Gemini Live | Awesome Intelligence (AI): Circle to Search, My Filter, Object Eraser | 4nm Snapdragon Processor | Flagship Grade Camera","₹35,999","30,999",(14% off),Samsung,4.0 out of 5 stars,220,Amazon
