Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
POCO,POCO C61,Mystical Green,Flipkart,8999,6990,2009,22,4,64,6.71,5000,5,108,Helio G36 Processor,4.1,110043,4655
itel,itel Color Pro,River Blue,Flipkart,13499,9590,3909,28,6,128,6.6,5000,8,50,Dimensity 6080 Processor,4.3,192,18
POCO,POCO M7 Pro,Lunar Dust,Flipkart,20999,14999,6000,28,8,256,6.67,5110,20,50,Dimensity 7025 Ultra Processor,4.2,6921,707
CMF,CMF by Nothing,Blue,Flipkart,19999,15999,4000,20,6,128,6.67,5000,16,108,Dimensity 7300 5G Processor,4.4,81541,5613
Honor,Honor 200 5G,Black,Flipkart,39999,22489,17510,43,8,256,6.7,5200,16,50,Snapdragon 7 Gen 3 Processor,4.4,142,13
vivo,vivo Y19 5G,Majestic Green,Flipkart,13999,10499,3500,25,4,64,6.74,5500,5,50,Dimensity 6300 Processor,4.3,999,43
Tecno,Tecno Spark 30C,Aurora Cloud,Flipkart,11999,9999,2000,16,4,64,6.67,5000,8,50,Dimensity 6300 5G Processor,4.1,824,42
Tecno,Tecno Spark 30C,Aurora Cloud,Flipkart,11999,9999,2000,16,4,64,6.67,5000,8,50,Dimensity 6300 5G Processor,4.1,824,42
Tecno,Tecno Spark 30C,Azure Sky,Flipkart,11999,9999,2000,16,4,64,6.67,5000,8,5,Dimensity 6300 5G Processor,4.1,824,42
Tecno,Tecno Spark 30C,Azure Sky,Flipkart,11999,9999,2000,16,4,64,6.67,5000,8,50,Dimensity 6300 5G Processor,4.1,824,42
vivo,vivo Y19 5G,Majestic Green,Flipkart,13999,10499,3500,25,4,64,6.74,5500,5,50,Dimensity 6300 Processor,4.3,999,43
vivo,vivo Y19 5G,Majestic Green,Flipkart,13999,10499,3500,25,4,64,6.74,5500,5,108,Dimensity 6300 Processor,4.3,999,43
OnePlus,OnePlus Nord 4,Obsidian Midnight,Flipkart,29999,24990,5009,16,8,128,6.74,5500,16,50,SC6531E Processor,4.5,3748,233
realme,realme Gt 7,Icesense Black,Flipkart,45999,37499,8500,18,8,256,6.78,7000,16,108,Dimensity Processor,4.5,36,4
OnePlus,OnePlus Nord CE4,Celadon Marble,Flipkart,24999,21884,3115,12,8,128,6.7,5500,16,50,OxygenOS 14.0 Processor,4.4,23940,1341
IQOO,IQOO z9x,Tornado Green,Flipkart,18999,13790,5209,27,6,128,6.72,6000,8,50,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,4.4,10267,514
Samsung,Samsung Galaxy M56,Light Green,Flipkart,30999,24952,6047,19,8,128,6.7,5000,12,50,Octacore Processor,4.5,110,4
POCO,POCO M6 Plus,Misty Lavender,Flipkart,17999,11499,6500,36,8,128,6.79,5030,13,50,Snapdragon 4 Gen2 AE Processor,4.2,11513,724
POCO,POCO X6 5G,Mirror Black,Flipkart,27999,24999,3000,10,12,512,6.67,5100,16,12,7s Gen 2 Mobile Platform 5G Processor,4.3,12937,1121
OPPO,OPPO A5 5G,Mist White,Flipkart,19499,15499,4000,20,6,128,6.67,6000,8,12,Dimensity 6300 Processor,4.4,32,3
realme,realme NARZO N65,AMBER GOLD,Flipkart,13999,10452,3547,25,4,128,6.67,5000,16,50,Dimensity 6300 Processor,4.3,1779,95
Samsung,Samsung Galaxy Z,Cream,Flipkart,113999,66999,47000,41,8,512,6.7,3700,10,108,Snapdragon 8 Gen 2 Processor,4.4,839,49
vivo,vivo V40e 5G,Mint Green,Flipkart,33999,24999,9000,26,8,128,6.77,5500,50,50,Dimensity 7300 Processor,4.4,9807,661
Google,Google Pixel 9,Obsidian,Flipkart,124999,104999,20000,16,16,256,6.8,5060,42,108,Google Tensor G4 Processor,4.6,856,74
REDMI,REDMI 13c 5G,Starlight Black,Flipkart,13999,10617,3382,24,4,128,6.74,5000,10,50,Snapdragon 7 Gen 3 Processor,4.3,45648,1831
itel,itel A70,Brilliant Gold,Flipkart,7299,6349,950,13,4,64,6.56,5000,2,13,Snapdragon 7 Gen 3 Processor,4.2,3067,113
Samsung,Samsung Galaxy A36,Awesome White,Flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,960,73
POCO,POCO X6 Pro,Yellow,Flipkart,30999,19699,11300,36,8,256,6.67,5000,16,50,Dimensity D8300 Ultra Processor,4.3,24363,2541
REDMI,REDMI Note 14,Phantom Purple,Flipkart,28999,22999,6000,20,8,128,6.67,5500,20,108,Dimensity 7300 Ultra Processor,4.3,3970,298
vivo,vivo Y400 Pro,Freestyle White,Flipkart,29999,24999,5000,16,8,128,6.77,5500,32,50,Dimensity 7300 Processor,4.4,291,14
realme,realme Gt 7,Icesense Black,Flipkart,45999,37499,8500,18,8,256,6.78,7000,16,50,Dimensity Processor,4.5,36,4
OPPO,OPPO A5 5G,Mist White,Flipkart,19499,15499,4000,20,6,128,6.67,6000,8,50,Dimensity 6300 Processor,4.4,32,3
Alcatel,Alcatel V3 Ultra,Ocean Grey,Flipkart,27999,17999,10000,35,6,128,6.78,5010,32,50,Dimensity 6300 Processor,3.8,36,13
Xiaomi,Xiaomi 14 CIVI,Hot Pink,Flipkart,59999,39999,20000,33,12,512,6.55,4700,8,50,8s Gen 3 Mobile Platform Processor,4.4,754,68
LAVA,LAVA Blaze Duo,Arctic White,Flipkart,17999,15899,2100,11,6,128,6.67,5000,16,64,Unisoc Processor,3.8,83,8
REDMI,REDMI 13c 5G,Starlight Black,Flipkart,13999,10617,3382,24,4,128,6.74,5000,8,50,Unisoc Processor,4.3,45648,1831
vivo,vivo Y19 5G,Majestic Green,Flipkart,13999,10499,3500,25,4,64,6.74,5500,5,50,Dimensity 6300 Processor,4.3,999,43
POCO,POCO C71 -,Power Black,Flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,Unisoc T7250 Processor,3.9,21407,1080
Motorola,Motorola G32,Satin Maroon,Flipkart,18999,11990,7009,36,8,128,6.5,5000,16,50,Qualcomm Snapdragon 680 Processor,4.2,127547,9972
itel,itel A90,Aurora Blue,Flipkart,8299,6499,1800,21,4,64,6.6,5000,3,13,Qualcomm Snapdragon 680 Processor,3.9,25,1
OnePlus,OnePlus Nord CE4,Celadon Marble,Flipkart,24999,21884,3115,12,8,128,6.7,5500,16,50,OxygenOS 14.0 Processor,4.4,23940,1341
Nothing,Nothing Phone,Black,Flipkart,25999,22999,3000,11,8,128,6.7,5000,32,12,Dimensity 7200 Pro Processor,4.4,101289,8071
itel,itel A50C,Black,Flipkart,6199,5849,350,5,2,32,6.67,4000,2,8,Dimensity 7200 Pro Processor,4.1,336,13
OPPO,OPPO Reno 12,Matte Brown,Flipkart,43999,32999,11000,25,8,256,6.7,5000,32,108,Dimensity 7300 Energy Processor,4.4,6829,449
OnePlus,OnePlus Nord CE4,Celadon Marble,Flipkart,24999,21884,3115,12,8,128,6.7,5500,32,50,OxygenOS 14.0 Processor,4.4,23940,1341
Nothing,Nothing Phone,Black,Flipkart,25999,22999,3000,11,8,128,6.7,5000,32,50,Dimensity 7200 Pro Processor,4.4,101289,8071
Motorola,Motorola g04s,Sea Green,Flipkart,9999,7299,2700,27,4,64,6.6,5000,5,3,T606 Processor,4.2,29839,1642
Samsung,Samsung Galaxy A36,Awesome White,Flipkart,35999,30999,5000,13,8,128,6.7,5000,12,8,Qualcomm Snapdragon 6 Gen 3 Processor,4.3,960,73
REDMI,REDMI Note 14,Spectre Blue,Flipkart,34999,27999,7000,20,8,128,6.67,6200,20,32,7s Gen 3 Processor,4.3,2159,205
POCO,POCO C61,Ethereal Blue,Flipkart,8999,6975,2024,22,4,64,6.71,5000,5,108,Helio G36 Processor,4.1,110043,4655
Samsung,Samsung M06 5G,Blazing Black,Flipkart,13999,10390,3609,25,4,128,6.7,5000,8,50,Helio G36 Processor,3.9,270,30
REDMI,REDMI Note 14,Titan Black,Flipkart,24999,19817,5182,20,8,256,6.67,5110,8,50,Helio G36 Processor,4.2,1322,80
REDMI,REDMI Note 14,Phantom Purple,Flipkart,22999,17319,5680,24,8,128,6.67,5110,8,50,Helio G36 Processor,4.2,1322,80
Samsung,Samsung Galaxy M36,Velvet Black,Amazon,22999,17499,5500,24,6,128,6.612,5000,13,50,Snapdragon 7s Gen 2,4.3,2345,435
Samsung,Samsung Galaxy M06,Sage Green,Amazon,13999,8749,5250,38,4,128,6.79,5000,8,50,MediaTek Dimensity 6300,4.2,1980,320
Samsung,Samsung Galaxy M05,Mint Green,Amazon,9999,6249,3750,38,4,64,6.79,5000,8,50,Exynos 850,4.1,1250,210
Redmi,Redmi A4 5G,Starry Black,Amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.3,3540,530
POCO,"POCO M7 5G,",Starry Black,Amazon,12999,9299,3700,28,6,128,6.612,5000,13,50,Dimensity 6080,4.2,2150,415
OnePlus,OnePlus Nord CE4,Super Silver,Amazon,20999,16999,4000,19,8,128,6.712,5500,16,50,Snapdragon 695,4.4,4890,920
Samsung,Samsung Galaxy M06,Sage Green,Amazon,15499,10049,5450,35,6,128,6.79,5000,8,50,MediaTek Dimensity 6300,4.3,2420,370
POCO,POCO M6 Plus,Starry Black,Amazon,14499,10499,4000,28,8,128,6.7912,5000,13,50,Snapdragon 4 Gen 2,4.4,2850,510
Samsung,Samsung Galaxy M35,DayBreak Blue,Amazon,25999,16499,9500,37,8,128,6.612,6000,13,50,Exynos 1380,4.5,3430,645
iQOO,iQOO Z10 Lite,Cyber Green,Amazon,14999,10998,4001,27,6,128,6.6712,5000,8,50,Unisoc T616,4.2,1310,275
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,4,64,6.8812,5000,13,50,Snapdragon 4 Gen 2,4.1,1860,355
Redmi,Redmi 14C 5G,Stargaze Black,Amazon,14999,11498,3501,23,6,128,6.6712,5000,8,50,Unisoc T616,4.2,1050,220
realme,realme NARZO 80,Crystal Purple,Amazon,14999,11498,3501,23,6,128,6.612,6000,13,50,Snapdragon 7 Gen 1,4.4,2930,580
Samsung,Samsung Galaxy S24,Titanium Black,Amazon,134999,79999,55000,41,6,256,6.612,5000,8,50,Dimensity 6300,4.2,2170,400
Redmi,Redmi A4 5G,Starry Black,Amazon,12999,9799,3200,25,6,128,6.59,5000,8,50,Snapdragon 4 Gen 2,4.1,1320,250
HONOR,HONOR 200 5G,Starry Black,Amazon,39999,21698,18301,46,4,128,6.6712,5000,8,50,Unisoc T616,4.2,1300,270
OnePlus,OnePlus Nord CE4,Mega Blue,Amazon,20999,16999,4000,19,8,128,6.712,4500,12,48,A18 Bionic,4.7,9870,1890
POCO,"POCO M7 5G,",Starry Black,Amazon,12999,9299,3700,28,4,64,6.759,5000,8,13,Unisoc T606,4,1050,210
POCO,"POCO C75 5G,",Starry Black,Amazon,10999,7699,3300,30,6,128,6.612,5000,13,50,Dimensity 6300,4.3,2690,500
Lava,Lava Bold N1,Titanium Gold,Amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,Unisoc T616,4.2,1310,275
Redmi,Redmi 14C 5G,Stardust Purple,Amazon,12999,9498,3501,27,4,64,6.8812,5000,13,50,Snapdragon 4 Gen 2,4.1,1860,355
Lava,Lava Bold N1,Stealth Black,Amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,Unisoc T616,4.2,1050,220
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,Snapdragon 7 Gen 1,4.4,2930,580
Samsung,Samsung Galaxy M06,Sage Green,Amazon,15499,10049,5450,35,6,128,6.612,5000,8,50,Dimensity 6300,4.2,2170,400
POCO,"POCO C75 5G,",Starry Black,Amazon,10999,7699,3300,30,4,64,6.59,5000,8,50,Snapdragon 4 Gen 2,4.1,1320,250
Lava,Lava Bold N1,Titanium Gold,Amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,Unisoc T616,4.2,1300,270
iPhone,iPhone 16 Plus,Starry Black,Amazon,89900,82900,7000,8,8,128,6.712,4500,12,48,A18 Bionic,4.7,9870,1890
Lava,Lava O3,Glossy Lavender,Amazon,7199,6199,1000,14,4,64,6.759,5000,8,13,Unisoc T606,4,1050,210
Samsung,Samsung Galaxy M16,Thunder Black,Amazon,17499,12249,5250,30,6,128,6.612,5000,13,50,Dimensity 6300,4.3,2690,500
Vivo,Vivo V50 5G,Starry Night,Amazon,48999,40999,8000,16,12,512,6.812,5000,32,50,Snapdragon 8 Gen 2,4.5,3450,620
Samsung,Samsung Galaxy S24,Amber Yellow,Amazon,74999,43481,31518,42,6,128,6.2212,4000,12,50,Snapdragon 8 Gen 3,4.6,5620,1050
Redmi,Redmi A4 5G,Sparkle Purple,Amazon,10999,7998,3001,27,4,64,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.1,1980,370
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,6,64,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,3010,590
Redmi,Redmi Note 14,Starry Black,Amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.4,2850,530
Samsung,Samsung Galaxy A55,Awesome Navy,Amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,Exynos 1480,4.4,3240,600
iQOO,iQOO Z10x 5G,Ultramarine,Amazon,17499,13498,4001,23,6,128,6.612,6500,16,50,Dimensity 7300,4.3,1880,360
Samsung,Samsung Galaxy A55,Awesome Iceblue,Amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,Exynos 1480,4.4,3120,590
POCO,POCO M6 Plus,Starry Black,Amazon,14499,10499,4000,28,8,128,6.812,5000,16,50,Snapdragon 4 Gen 2,4.2,2050,410
Redmi,Redmi A4 5G,Starry Black,Amazon,10999,7998,3001,27,4,64,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.1,1960,360
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,4,64,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,3010,590
Oppo,Oppo K12x 5G,Breeze Blue,Amazon,16999,12896,4103,24,6,64,6.712,5000,16,64,Snapdragon 782G,4.2,1850,350
Samsung,Samsung Galaxy M06,Sage Green,Amazon,13999,8749,5250,38,4,128,6.69,5000,13,50,Dimensity 6300,4.1,2740,510
Redmi,Redmi Note 14,Starry Black,Amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,2920,540
Redmi,Redmi A4 5G,Starry Black,Amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.1,1980,370
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,22999,17499,5500,24,6,128,6.712,6000,13,50,Snapdragon 7 Gen 2,4.3,2410,440
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,4,64,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,3010,590
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,4,64,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,3010,590
Samsung,Samsung Galaxy A55,Awesome Iceblue,Amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,Exynos 1480,4.4,3120,590
Oppo,Oppo K12x 5G,Breeze Blue,Amazon,16999,12896,4103,24,6,128,6.712,5000,16,64,Snapdragon 782G,4.2,1850,350
Samsung,Samsung Galaxy A55,Awesome Navy,Amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,Exynos 1480,4.4,3050,580
Samsung,Samsung Galaxy M06,Sage Green,Amazon,13999,8749,5250,38,4,128,6.69,5000,13,50,Dimensity 6300,4.1,2680,500
OnePlus,OnePlus Nord 5,Starry Black,Amazon,34999,31999,3000,9,6,128,6.7412,5000,16,50,Snapdragon 8s Gen 3,4.5,2920,560
Samsung,Samsung Galaxy M16,Mint Green,Amazon,17499,12249,5250,30,6,128,6.612,5000,13,50,Dimensity 6300,4.2,2780,520
Samsung,Samsung Galaxy S24,Amber Yellow,Amazon,74999,43481,31518,42,4,128,6.212,4000,12,50,Snapdragon 8 Gen 3,4.6,3300,600
Redmi,Redmi Note 14,Starry Black,Amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,2890,550
Redmi,Redmi Note 14,Starry Black,Amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,2950,560
Redmi,Redmi A4 5G,Sparkle Purple,Amazon,12999,9799,3200,25,6,128,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.2,2030,400
Samsung,Samsung Galaxy M16,Blush Pink,Amazon,15999,10999,5000,31,4,128,6.612,5000,13,50,Dimensity 6300,4.1,2700,510
Redmi,Redmi A4 5G,Sparkle Purple,Amazon,11499,8798,2701,23,4,128,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.1,1950,380
Samsung,Samsung Galaxy A56,Awesome Graphite,Amazon,52999,44999,8000,15,6,128,6.612,5000,32,50,Exynos 1480,4.5,2960,580
Lava,Lava Bold N1,Sparkling Ivory,Amazon,7499,5999,1500,20,4,64,6.759,5000,8,13,Helio G36,4.1,1880,350
Samsung,Samsung Galaxy A06,Light Green,Amazon,16999,12999,4000,24,6,128,6.69,5000,13,50,Dimensity 6100+,4.2,2520,480
iQOO,iQOO Z9x 5G,Tornado Green,Amazon,18999,13499,5500,29,6,128,6.6712,6000,16,50,Snapdragon 6 Gen 1,4.4,2770,510
Redmi,Redmi A4 5G,Starry Black,Amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.1,2000,390
Redmi,Redmi 14C 5G,Starlight Blue,Amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,2120,410
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,Exynos 1380,4.4,2840,540
Redmi,Redmi Note 14,Starry Black,Amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,2950,560
POCO,"POCO C75 5G,",Starry Black,Amazon,10999,7699,3300,30,4,64,6.69,5000,8,50,Dimensity 6100+,4.1,1760,330
Lava,Lava Storm Lite,Astral Blue,Amazon,10999,7999,3000,27,4,64,6.612,5000,8,50,Dimensity 6400,4.1,1560,290
Tecno,Tecno POP 9,Azure Sky,Amazon,14999,9499,5500,37,8,128,6.69,5000,8,48,Dimensity 6300,4.2,1820,350
Infinix,Infinix Note 50s,Titanium Grey,Amazon,24999,17999,7000,28,8,256,6.78144,5500,16,64,Dimensity 7300 Ultimate,4.4,1970,370
Tecno,Tecno POP 9,Glittery White,Amazon,8499,6098,2401,28,3,64,6.69,5000,8,13,Helio G50,4,1490,280
OnePlus,OnePlus 13R,Starry Black,Amazon,44999,39999,5000,11,12,256,6.712,5000,16,50,Snapdragon 8 Gen 3,4.6,2940,540
iQOO,iQOO Z10x 5G,Titanium,Amazon,18999,14998,4001,21,8,128,6.6712,6500,16,50,Dimensity 7300,4.4,2210,420
Acer,Acer Super ZX,Cosmic Green,Amazon,21999,11998,10001,45,8,128,6.612,5000,16,64,Dimensity 6300,4.2,1730,330
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.4,2880,530
Redmi,Redmi 14C 5G,Starlight Blue,Amazon,13999,10498,3501,25,4,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,2050,400
realme,realme Motorola Edge,Forest Blue,Amazon,25999,19900,6099,23,8,128,6.67144,5000,32,50,Snapdragon 7 Gen 2,4.5,2670,490
realme,realme P1,Textured Titanium,Amazon,22999,17493,5506,24,12,256,6.712,5000,16,64,Snapdragon 7s Gen 2,4.5,2890,520
Redmi,Redmi A3X,Midnight Black,Amazon,9999,6449,3550,36,3,64,6.59,5000,8,13,Octa-Core Helio G36,4.1,1740,310
iQOO,iQOO Z10x 5G,Titanium,Amazon,20499,16498,4001,20,8,256,6.6712,6500,16,50,Dimensity 7300,4.4,2280,430
Lava,Lava Bold N1,Stealth Black,Amazon,8399,6898,1501,18,4,128,6.6712,5000,8,50,Helio G88,4,1550,290
iQOO,iQOO 13 5G,Ace Green,Amazon,61999,54998,7001,11,12,256,6.782144,5000,16,50,Snapdragon 8 Elite,4.7,3150,590
OnePlus,OnePlus Nord 4,Oasis Green,Amazon,32999,26999,6000,18,8,256,6.7412,5000,16,50,Snapdragon 7+ Gen 3,4.5,2970,550
Samsung,Samsung Galaxy A36,Awesome Lavender,Amazon,41999,36999,5000,12,12,256,6.612,5000,32,50,Snapdragon 7 Gen 2,4.4,2610,480
Redmi,Redmi A4 5G,Sparkle Purple,Amazon,11499,8798,2701,23,4,128,6.8812,5000,8,50,Snapdragon 4s Gen 2,4.2,2130,400
Redmi,Redmi 14C 5G,Stardust Purple,Amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.1,1990,370
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,Snapdragon 7s Gen 2,4.3,2770,510
Acer,Acer Super ZX,Carbon Black,Amazon,19999,10998,9001,45,6,128,6.612,5000,16,64,Dimensity 6300 5G,4.1,1850,340
Vivo,Vivo Y39 5G,Lotus Purple,Amazon,21999,16998,5001,23,8,128,6.712,5000,16,50,Snapdragon 6 Gen 1,4.3,2110,390
Xiaomi,Xiaomi 14,Cruise Blue,Amazon,59999,31999,28000,47,12,512,6.73212,5000,32,50,Snapdragon 8 Gen 3,4.6,3450,630
POCO,POCO M7 5G,Starry Black,Amazon,12999,9299,3700,28,6,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,2310,410
Samsung,Samsung Galaxy A55,Awesome Navy,Amazon,42999,24999,18000,42,8,128,6.612,5000,32,50,Snapdragon 7 Gen 2,4.4,2780,520
Samsung,Samsung Galaxy A55,Awesome Iceblue,Amazon,48999,31999,17000,35,12,256,6.612,5000,32,50,Snapdragon 7 Gen 2,4.5,2890,540
iQOO,iQOO 13 5G,Ace Green,Amazon,66999,59998,7001,10,16,512,6.782144,5000,16,50,Snapdragon 8 Elite,4.8,3600,670
Redmi,Redmi 14C 5G,Starlight Blue,Amazon,14999,11498,3501,23,6,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,2250,430
Motorola,Motorola Moto G85,Starry Black,Amazon,20999,16240,4759,23,4,64,6.6712,5000,16,50,Snapdragon 6 Gen 1,4.3,2040,380
Redmi,Redmi Note 14,Starry Black,Amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,2980,560
Redmi,Redmi 14C 5G,Stardust Purple,Amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,1920,370
realme,realme NARZO 80x,Deep Ocean,Amazon,15999,12998,3001,19,6,128,6.712,6000,16,50,Dimensity 6400 5G,4.3,2150,400
Samsung,Samsung Galaxy M35,Thunder Grey,Amazon,25999,16499,9500,37,8,128,6.712,6000,13,50,Snapdragon 7 Gen 2,4.4,2480,460
Samsung,Samsung Galaxy A55,Awesome Iceblue,Amazon,42999,24999,18000,42,8,128,6.612,5000,32,50,Snapdragon 7 Gen 2,4.4,2640,490
POCO,POCO M6 Plus,Starry Black,Amazon,14499,10499,4000,28,8,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.3,2210,420
OPPO,OPPO A5 Pro,Feather Blue,Amazon,23999,19998,4001,17,8,256,6.6712,5000,16,50,Dimensity 7050 5G,4.2,2090,410
Oppo,Oppo K12x 5G,Starry Black,Amazon,18999,15382,3617,19,8,256,6.712,5000,16,50,Snapdragon 7 Gen 1,4.2,1980,390
realme,realme NARZO N65,Starry Black,Amazon,14999,12499,2500,17,6,128,6.612,5000,16,50,Dimensity 6300 5G,4.1,1880,370
Redmi,Redmi Note 14,Starry Black,Amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,Snapdragon 7s Gen 3,4.5,3210,590
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,2640,470
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,27499,21999,5500,20,8,256,6.712,6000,13,50,Snapdragon 7 Gen 2,4.5,2890,530
Redmi,Redmi 13 5G,Starry Black,Amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,Snapdragon 4 Gen 2 AE,4.3,2630,470
Redmi,Redmi 14C 5G,Starlight Blue,Amazon,14999,11498,3501,23,6,128,6.8812,5000,8,50,Snapdragon 4 Gen 2,4.2,2010,380
realme,realme NARZO 80x,Deep Ocean,Amazon,16999,13998,3001,18,8,128,6.712,6000,16,50,Dimensity 6400 5G,4.4,2300,440
realme,realme NARZO 80x,Sunlit Gold,Amazon,15999,12998,3001,19,6,128,6.712,6000,16,50,Dimensity 6400 5G,4.4,2210,420
iQOO,iQOO 13 5G,Ace Green,Amazon,66999,59998,7001,10,16,512,6.782144,5000,16,50,Snapdragon 8 Elite,4.8,3520,660
Samsung,Samsung Galaxy M35,Thunder Grey,Amazon,25999,16499,9500,37,8,128,6.712,6000,13,50,Snapdragon 7 Gen 2,4.4,2430,450
OPPO,OPPO A5 Pro,Feather Blue,Amazon,23999,19998,4001,17,8,256,6.6712,5000,16,50,Dimensity 7050 5G,4.3,2110,410
iQOO,iQOO Z10x 5G,Ultramarine,Amazon,20499,16498,4001,20,8,256,6.72,6500,8,50,Dimensity 7300,4.3,8234,1024
Redmi,Redmi Note 14,Titan Black,Amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,SD 7s Gen 3,4.5,12544,1453
Redmi,Redmi Note 14,Spectre Blue,Amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,SD 7s Gen 3,4.5,11845,1398
realme,realme NARZO N65,Amber Gold,Amazon,14999,12499,2500,17,6,128,6.67,5000,8,50,D6300 5G,4.2,6856,1032
Redmi,Redmi A5,Jaisalmer Gold,Amazon,8999,6498,2501,28,3,64,6.88,5000,8,32,Octa-Core,4,4125,725
Redmi,Redmi Note 14,Titan Black,Amazon,21999,16999,5000,23,6,128,6.67,5000,16,50,Dimensity 7025 Ultra,4.4,9875,1248
Tecno,Tecno POP 9,Magic Skin Green,Amazon,8499,5998,2501,29,3,64,6.67,5000,8,13,Mediatek G50,4.1,3421,534
Oppo,Oppo K12x 5G,Breeze Blue,Amazon,18999,15382,3617,19,8,256,6.67,5100,8,32,Octa-Core,4.3,6342,876
POCO,POCO M6 Plus,Ice Silver,Amazon,14499,10499,4000,28,8,128,6.79,5160,13,108,Snapdragon 4 Gen 2,4.2,7156,998
Redmi,Redmi 14C 5G,Stargaze Black,Amazon,14999,11498,3501,23,6,128,6.88,5160,8,50,Snapdragon 4 Gen 2,4.1,5234,864
Redmi,Redmi A4 5G,Starry Black,Amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,Snapdragon 4s Gen 2,4,4568,692
Redmi,Redmi 14C 5G,Starlight Blue,Amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,Snapdragon 4 Gen 2,4.1,5245,780
Samsung,Samsung Galaxy M36,Orange Haze,Amazon,27499,21999,5500,20,8,256,6.7,5000,12,50,"Google Gemini, AI",4.5,9854,1235
Redmi,Redmi 13 5G,Hawaiian Blue,Amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,Snapdragon 4 Gen 2 AE,4.4,8621,1042
