Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
realme,gt 7,icesense black,flipkart,45999,37499,8500,18,8,256,6.78,7000,16,108,dimensity processor,4.5,36,4
oneplus,nord ce4,celadon marble,flipkart,24999,21884,3115,12,8,128,6.7,5500,16,50,oxygenos 14.0 processor,4.4,23940,1341
samsung,galaxy m56,light green,flipkart,30999,24952,6047,19,8,128,6.7,5000,12,50,octacore processor,4.5,110,4
poco,m6 plus,misty lavender,flipkart,17999,11499,6500,36,8,128,6.79,5030,13,50,snapdragon 4 gen2 ae processor,4.2,11513,724
poco,x6 5g,mirror black,flipkart,27999,24999,3000,10,12,512,6.67,5100,16,12,7s gen 2 mobile platform 5g processor,4.3,12937,1121
oppo,a5 5g,mist white,flipkart,19499,15499,4000,20,6,128,6.67,6000,8,12,dimensity 6300 processor,4.4,32,3
realme,narzo n65,amber gold,flipkart,13999,10452,3547,25,4,128,6.67,5000,16,50,dimensity 6300 processor,4.3,1779,95
vivo,v40e 5g,mint green,flipkart,33999,24999,9000,26,8,128,6.77,5500,50,50,dimensity 7300 processor,4.4,9807,661
google,pixel 9,obsidian,flipkart,124999,104999,20000,16,16,256,6.8,5060,42,108,google tensor g4 processor,4.6,856,74
redmi,13c 5g,starlight black,flipkart,13999,10617,3382,24,4,128,6.74,5000,10,50,snapdragon 7 gen 3 processor,4.3,45648,1831
itel,itel a70,brilliant gold,flipkart,7299,6349,950,13,4,64,6.56,5000,2,13,snapdragon 7 gen 3 processor,4.2,3067,113
samsung,galaxy a36,awesome white,flipkart,38999,33999,5000,12,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
poco,x6 pro,yellow,flipkart,30999,19699,11300,36,8,256,6.67,5000,16,50,dimensity d8300 ultra processor,4.3,24363,2541
redmi,note 14,phantom purple,flipkart,28999,22999,6000,20,8,128,6.67,5500,20,108,dimensity 7300 ultra processor,4.3,3970,298
realme,gt 7,icesense black,flipkart,45999,37499,8500,18,8,256,6.78,7000,16,50,dimensity processor,4.5,36,4
oppo,a5 5g,mist white,flipkart,19499,15499,4000,20,6,128,6.67,6000,8,50,dimensity 6300 processor,4.4,32,3
alcatel,alcatel v3 ultra,ocean grey,flipkart,27999,17999,10000,35,6,128,6.78,5010,32,50,dimensity 6300 processor,3.8,36,13
xiaomi,xiaomi 14 civi,hot pink,flipkart,59999,39999,20000,33,12,512,6.55,4700,8,50,8s gen 3 mobile platform processor,4.4,754,68
lava,blaze duo,arctic white,flipkart,17999,15899,2100,11,6,128,6.67,5000,16,64,unisoc processor,3.8,83,8
redmi,13c 5g,starlight black,flipkart,13999,10617,3382,24,4,128,6.74,5000,8,50,unisoc processor,4.3,45648,1831
poco,c71 -,power black,flipkart,8999,5899,3100,34,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
motorola,g32,satin maroon,flipkart,18999,11990,7009,36,8,128,6.5,5000,16,50,qualcomm snapdragon 680 processor,4.2,127547,9972
itel,itel a90,aurora blue,flipkart,8299,6499,1800,21,4,64,6.6,5000,3,13,qualcomm snapdragon 680 processor,3.9,25,1
nothing,phone,black,flipkart,25999,22999,3000,11,8,128,6.7,5000,32,12,dimensity 7200 pro processor,4.4,101289,8071
itel,itel a50c,black,flipkart,6199,5849,350,5,2,32,6.67,4000,2,8,dimensity 7200 pro processor,4.1,336,13
oppo,reno 12,matte brown,flipkart,43999,32999,11000,25,8,256,6.7,5000,32,108,dimensity 7300 energy processor,4.4,6829,449
oneplus,nord ce4,celadon marble,flipkart,24999,21884,3115,12,8,128,6.7,5500,32,50,oxygenos 14.0 processor,4.4,23940,1341
nothing,phone,black,flipkart,25999,22999,3000,11,8,128,6.7,5000,32,50,dimensity 7200 pro processor,4.4,101289,8071
motorola,g04s,sea green,flipkart,9999,7299,2700,27,4,64,6.6,5000,5,3,t606 processor,4.2,29839,1642
samsung,galaxy a36,awesome white,flipkart,35999,30999,5000,13,8,128,6.7,5000,12,8,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,note 14,spectre blue,flipkart,34999,27999,7000,20,8,128,6.67,6200,20,32,7s gen 3 processor,4.3,2159,205
poco,c61,ethereal blue,flipkart,8999,6975,2024,22,4,64,6.71,5000,5,108,helio g36 processor,4.1,110043,4655
samsung,m06 5g,blazing black,flipkart,13999,10390,3609,25,4,128,6.7,5000,8,50,helio g36 processor,3.9,270,30
redmi,note 14,titan black,flipkart,24999,19817,5182,20,8,256,6.67,5110,8,50,helio g36 processor,4.2,1322,80
redmi,note 14,phantom purple,flipkart,22999,17319,5680,24,8,128,6.67,5110,8,50,helio g36 processor,4.2,1322,80
samsung,galaxy m36,velvet black,amazon,22999,17499,5500,24,6,128,6.612,5000,13,50,snapdragon 7s gen 2,4.3,2345,435
samsung,galaxy m06,sage green,amazon,13999,8749,5250,38,4,128,6.79,5000,8,50,mediatek dimensity 6300,4.2,1980,320
samsung,galaxy m05,mint green,amazon,9999,6249,3750,38,4,64,6.79,5000,8,50,exynos 850,4.1,1250,210
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.3,3540,530
poco,"m7 5g,",starry black,amazon,12999,9299,3700,28,6,128,6.612,5000,13,50,dimensity 6080,4.2,2150,415
oneplus,nord ce4,super silver,amazon,20999,16999,4000,19,8,128,6.712,5500,16,50,snapdragon 695,4.4,4890,920
samsung,galaxy m06,sage green,amazon,15499,10049,5450,35,6,128,6.79,5000,8,50,mediatek dimensity 6300,4.3,2420,370
poco,m6 plus,starry black,amazon,14499,10499,4000,28,8,128,6.7912,5000,13,50,snapdragon 4 gen 2,4.4,2850,510
samsung,galaxy m35,daybreak blue,amazon,25999,16499,9500,37,8,128,6.612,6000,13,50,exynos 1380,4.5,3430,645
iqoo,z10 lite,cyber green,amazon,14999,10998,4001,27,6,128,6.6712,5000,8,50,unisoc t616,4.2,1310,275
redmi,13 5g,starry black,amazon,19999,11699,8300,42,4,64,6.8812,5000,13,50,snapdragon 4 gen 2,4.1,1860,355
redmi,14c 5g,stargaze black,amazon,14999,11498,3501,23,6,128,6.6712,5000,8,50,unisoc t616,4.2,1050,220
realme,narzo 80,crystal purple,amazon,14999,11498,3501,23,6,128,6.612,6000,13,50,snapdragon 7 gen 1,4.4,2930,580
redmi,a4 5g,starry black,amazon,12999,9799,3200,25,6,128,6.59,5000,8,50,snapdragon 4 gen 2,4.1,1320,250
honor,200 5g,starry black,amazon,39999,21698,18301,46,4,128,6.6712,5000,8,50,unisoc t616,4.2,1300,270
oneplus,nord ce4,mega blue,amazon,20999,16999,4000,19,8,128,6.712,4500,12,48,a18 bionic,4.7,9870,1890
poco,"m7 5g,",starry black,amazon,12999,9299,3700,28,4,64,6.759,5000,8,13,unisoc t606,4,1050,210
poco,"c75 5g,",starry black,amazon,10999,7699,3300,30,6,128,6.612,5000,13,50,dimensity 6300,4.3,2690,500
lava,bold n1,titanium gold,amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1310,275
redmi,14c 5g,stardust purple,amazon,12999,9498,3501,27,4,64,6.8812,5000,13,50,snapdragon 4 gen 2,4.1,1860,355
lava,bold n1,stealth black,amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1050,220
samsung,galaxy m36,orange haze,amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,snapdragon 7 gen 1,4.4,2930,580
samsung,galaxy m06,sage green,amazon,15499,10049,5450,35,6,128,6.612,5000,8,50,dimensity 6300,4.2,2170,400
poco,"c75 5g,",starry black,amazon,10999,7699,3300,30,4,64,6.59,5000,8,50,snapdragon 4 gen 2,4.1,1320,250
lava,bold n1,titanium gold,amazon,8399,6898,1501,18,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1300,270
iphone,iphone 16 plus,starry black,amazon,89900,82900,7000,8,8,128,6.712,4500,12,48,a18 bionic,4.7,9870,1890
lava,o3,glossy lavender,amazon,7199,6199,1000,14,4,64,6.759,5000,8,13,unisoc t606,4,1050,210
samsung,galaxy m16,thunder black,amazon,17499,12249,5250,30,6,128,6.612,5000,13,50,dimensity 6300,4.3,2690,500
vivo,v50 5g,starry night,amazon,48999,40999,8000,16,12,512,6.812,5000,32,50,snapdragon 8 gen 2,4.5,3450,620
samsung,galaxy s24,amber yellow,amazon,74999,43481,31518,42,6,128,6.2212,4000,12,50,snapdragon 8 gen 3,4.6,5620,1050
redmi,a4 5g,sparkle purple,amazon,10999,7998,3001,27,4,64,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1980,370
redmi,13 5g,starry black,amazon,19999,11699,8300,42,6,64,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,3010,590
redmi,note 14,starry black,amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,snapdragon 7s gen 3,4.4,2850,530
samsung,galaxy a55,awesome navy,amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,exynos 1480,4.4,3240,600
iqoo,z10x 5g,ultramarine,amazon,17499,13498,4001,23,6,128,6.612,6500,16,50,dimensity 7300,4.3,1880,360
samsung,galaxy a55,awesome iceblue,amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,exynos 1480,4.4,3120,590
poco,m6 plus,starry black,amazon,14499,10499,4000,28,8,128,6.812,5000,16,50,snapdragon 4 gen 2,4.2,2050,410
redmi,a4 5g,starry black,amazon,10999,7998,3001,27,4,64,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1960,360
redmi,13 5g,starry black,amazon,19999,11699,8300,42,4,64,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,3010,590
oppo,k12x 5g,breeze blue,amazon,16999,12896,4103,24,6,64,6.712,5000,16,64,snapdragon 782g,4.2,1850,350
samsung,galaxy m06,sage green,amazon,13999,8749,5250,38,4,128,6.69,5000,13,50,dimensity 6300,4.1,2740,510
redmi,note 14,starry black,amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2920,540
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1980,370
samsung,galaxy m36,orange haze,amazon,22999,17499,5500,24,6,128,6.712,6000,13,50,snapdragon 7 gen 2,4.3,2410,440
oppo,k12x 5g,breeze blue,amazon,16999,12896,4103,24,6,128,6.712,5000,16,64,snapdragon 782g,4.2,1850,350
samsung,galaxy a55,awesome navy,amazon,45999,26999,19000,41,8,256,6.612,5000,32,50,exynos 1480,4.4,3050,580
samsung,galaxy m06,sage green,amazon,13999,8749,5250,38,4,128,6.69,5000,13,50,dimensity 6300,4.1,2680,500
oneplus,nord 5,starry black,amazon,34999,31999,3000,9,6,128,6.7412,5000,16,50,snapdragon 8s gen 3,4.5,2920,560
samsung,galaxy m16,mint green,amazon,17499,12249,5250,30,6,128,6.612,5000,13,50,dimensity 6300,4.2,2780,520
samsung,galaxy s24,amber yellow,amazon,74999,43481,31518,42,4,128,6.212,4000,12,50,snapdragon 8 gen 3,4.6,3300,600
redmi,note 14,starry black,amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2890,550
redmi,note 14,starry black,amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2950,560
redmi,a4 5g,sparkle purple,amazon,12999,9799,3200,25,6,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.2,2030,400
samsung,galaxy m16,blush pink,amazon,15999,10999,5000,31,4,128,6.612,5000,13,50,dimensity 6300,4.1,2700,510
redmi,a4 5g,sparkle purple,amazon,11499,8798,2701,23,4,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1950,380
samsung,galaxy a56,awesome graphite,amazon,52999,44999,8000,15,6,128,6.612,5000,32,50,exynos 1480,4.5,2960,580
lava,bold n1,sparkling ivory,amazon,7499,5999,1500,20,4,64,6.759,5000,8,13,helio g36,4.1,1880,350
samsung,galaxy a06,light green,amazon,16999,12999,4000,24,6,128,6.69,5000,13,50,dimensity 6100+,4.2,2520,480
iqoo,z9x 5g,tornado green,amazon,18999,13499,5500,29,6,128,6.6712,6000,16,50,snapdragon 6 gen 1,4.4,2770,510
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,2000,390
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,2120,410
samsung,galaxy m36,orange haze,amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,exynos 1380,4.4,2840,540
poco,"c75 5g,",starry black,amazon,10999,7699,3300,30,4,64,6.69,5000,8,50,dimensity 6100+,4.1,1760,330
lava,storm lite,astral blue,amazon,10999,7999,3000,27,4,64,6.612,5000,8,50,dimensity 6400,4.1,1560,290
tecno,pop 9,azure sky,amazon,14999,9499,5500,37,8,128,6.69,5000,8,48,dimensity 6300,4.2,1820,350
infinix,note 50s,titanium grey,amazon,24999,17999,7000,28,8,256,6.78144,5500,16,64,dimensity 7300 ultimate,4.4,1970,370
tecno,pop 9,glittery white,amazon,8499,6098,2401,28,3,64,6.69,5000,8,13,helio g50,4,1490,280
oneplus,13r,starry black,amazon,44999,39999,5000,11,12,256,6.712,5000,16,50,snapdragon 8 gen 3,4.6,2940,540
iqoo,z10x 5g,titanium,amazon,18999,14998,4001,21,8,128,6.6712,6500,16,50,dimensity 7300,4.4,2210,420
acer,acer super zx,cosmic green,amazon,21999,11998,10001,45,8,128,6.612,5000,16,64,dimensity 6300,4.2,1730,330
redmi,13 5g,starry black,amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.4,2880,530
redmi,14c 5g,starlight blue,amazon,13999,10498,3501,25,4,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,2050,400
realme,motorola edge,forest blue,amazon,25999,19900,6099,23,8,128,6.67144,5000,32,50,snapdragon 7 gen 2,4.5,2670,490
realme,p1,textured titanium,amazon,22999,17493,5506,24,12,256,6.712,5000,16,64,snapdragon 7s gen 2,4.5,2890,520
redmi,a3x,midnight black,amazon,9999,6449,3550,36,3,64,6.59,5000,8,13,octa-core helio g36,4.1,1740,310
iqoo,z10x 5g,titanium,amazon,20499,16498,4001,20,8,256,6.6712,6500,16,50,dimensity 7300,4.4,2280,430
lava,bold n1,stealth black,amazon,8399,6898,1501,18,4,128,6.6712,5000,8,50,helio g88,4,1550,290
iqoo,13 5g,ace green,amazon,61999,54998,7001,11,12,256,6.782144,5000,16,50,snapdragon 8 elite,4.7,3150,590
oneplus,nord 4,oasis green,amazon,32999,26999,6000,18,8,256,6.7412,5000,16,50,snapdragon 7+ gen 3,4.5,2970,550
samsung,galaxy a36,awesome lavender,amazon,41999,36999,5000,12,12,256,6.612,5000,32,50,snapdragon 7 gen 2,4.4,2610,480
redmi,a4 5g,sparkle purple,amazon,11499,8798,2701,23,4,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.2,2130,400
redmi,14c 5g,stardust purple,amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,snapdragon 4 gen 2,4.1,1990,370
samsung,galaxy m36,orange haze,amazon,22999,17499,5500,24,6,128,6.612,6000,13,50,snapdragon 7s gen 2,4.3,2770,510
acer,acer super zx,carbon black,amazon,19999,10998,9001,45,6,128,6.612,5000,16,64,dimensity 6300 5g,4.1,1850,340
vivo,y39 5g,lotus purple,amazon,21999,16998,5001,23,8,128,6.712,5000,16,50,snapdragon 6 gen 1,4.3,2110,390
xiaomi,xiaomi 14,cruise blue,amazon,59999,31999,28000,47,12,512,6.73212,5000,32,50,snapdragon 8 gen 3,4.6,3450,630
poco,m7 5g,starry black,amazon,12999,9299,3700,28,6,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,2310,410
samsung,galaxy a55,awesome navy,amazon,42999,24999,18000,42,8,128,6.612,5000,32,50,snapdragon 7 gen 2,4.4,2780,520
samsung,galaxy a55,awesome iceblue,amazon,48999,31999,17000,35,12,256,6.612,5000,32,50,snapdragon 7 gen 2,4.5,2890,540
iqoo,13 5g,ace green,amazon,66999,59998,7001,10,16,512,6.782144,5000,16,50,snapdragon 8 elite,4.8,3600,670
redmi,14c 5g,starlight blue,amazon,14999,11498,3501,23,6,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,2250,430
motorola,moto g85,starry black,amazon,20999,16240,4759,23,4,64,6.6712,5000,16,50,snapdragon 6 gen 1,4.3,2040,380
redmi,note 14,starry black,amazon,34999,27999,7000,20,8,128,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2980,560
redmi,14c 5g,stardust purple,amazon,12999,9498,3501,27,4,64,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,1920,370
realme,narzo 80x,deep ocean,amazon,15999,12998,3001,19,6,128,6.712,6000,16,50,dimensity 6400 5g,4.3,2150,400
samsung,galaxy m35,thunder grey,amazon,25999,16499,9500,37,8,128,6.712,6000,13,50,snapdragon 7 gen 2,4.4,2480,460
samsung,galaxy a55,awesome iceblue,amazon,42999,24999,18000,42,8,128,6.612,5000,32,50,snapdragon 7 gen 2,4.4,2640,490
poco,m6 plus,starry black,amazon,14499,10499,4000,28,8,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.3,2210,420
oppo,a5 pro,feather blue,amazon,23999,19998,4001,17,8,256,6.6712,5000,16,50,dimensity 7050 5g,4.2,2090,410
oppo,k12x 5g,starry black,amazon,18999,15382,3617,19,8,256,6.712,5000,16,50,snapdragon 7 gen 1,4.2,1980,390
realme,narzo n65,starry black,amazon,14999,12499,2500,17,6,128,6.612,5000,16,50,dimensity 6300 5g,4.1,1880,370
redmi,note 14,starry black,amazon,39999,32999,7000,18,12,512,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,3210,590
redmi,13 5g,starry black,amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,2640,470
samsung,galaxy m36,orange haze,amazon,27499,21999,5500,20,8,256,6.712,6000,13,50,snapdragon 7 gen 2,4.5,2890,530
redmi,13 5g,starry black,amazon,19999,11699,8300,42,8,128,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,2630,470
redmi,14c 5g,starlight blue,amazon,14999,11498,3501,23,6,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.2,2010,380
realme,narzo 80x,deep ocean,amazon,16999,13998,3001,18,8,128,6.712,6000,16,50,dimensity 6400 5g,4.4,2300,440
realme,narzo 80x,sunlit gold,amazon,15999,12998,3001,19,6,128,6.712,6000,16,50,dimensity 6400 5g,4.4,2210,420
iqoo,13 5g,ace green,amazon,66999,59998,7001,10,16,512,6.782144,5000,16,50,snapdragon 8 elite,4.8,3520,660
samsung,galaxy m35,thunder grey,amazon,25999,16499,9500,37,8,128,6.712,6000,13,50,snapdragon 7 gen 2,4.4,2430,450
oppo,a5 pro,feather blue,amazon,23999,19998,4001,17,8,256,6.6712,5000,16,50,dimensity 7050 5g,4.3,2110,410
iqoo,z10x 5g,ultramarine,amazon,20499,16498,4001,20,8,256,6.72,6500,8,50,dimensity 7300,4.3,8234,1024
redmi,note 14,titan black,amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,sd 7s gen 3,4.5,12544,1453
redmi,note 14,spectre blue,amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,sd 7s gen 3,4.5,11845,1398
realme,narzo n65,amber gold,amazon,14999,12499,2500,17,6,128,6.67,5000,8,50,d6300 5g,4.2,6856,1032
redmi,a5,jaisalmer gold,amazon,8999,6498,2501,28,3,64,6.88,5000,8,32,octa-core,4,4125,725
redmi,note 14,titan black,amazon,21999,16999,5000,23,6,128,6.67,5000,16,50,dimensity 7025 ultra,4.4,9875,1248
tecno,pop 9,magic skin green,amazon,8499,5998,2501,29,3,64,6.67,5000,8,13,mediatek g50,4.1,3421,534
oppo,k12x 5g,breeze blue,amazon,18999,15382,3617,19,8,256,6.67,5100,8,32,octa-core,4.3,6342,876
poco,m6 plus,ice silver,amazon,14499,10499,4000,28,8,128,6.79,5160,13,108,snapdragon 4 gen 2,4.2,7156,998
redmi,14c 5g,stargaze black,amazon,14999,11498,3501,23,6,128,6.88,5160,8,50,snapdragon 4 gen 2,4.1,5234,864
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,snapdragon 4s gen 2,4,4568,692
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,snapdragon 4 gen 2,4.1,5245,780
samsung,galaxy m36,orange haze,amazon,27499,21999,5500,20,8,256,6.7,5000,12,50,"google gemini, ai",4.5,9854,1235
redmi,13 5g,hawaiian blue,amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,snapdragon 4 gen 2 ae,4.4,8621,1042
lava,o3,glossy lavender,amazon,6499,5799,700,11,3,64,6.75,5000,8,13,octa-core,4,2345,398
vivo,y19 5g,titanium silver,amazon,16499,12999,3500,21,6,128,6.6,5000,16,50,octa-core,4.1,4568,625
motorola,g05 4g,plum red,amazon,9999,7922,2077,21,4,64,6.5,5000,8,50,octa-core,4,2365,398
acer,acer super zx,cosmic green,amazon,19999,10998,9001,45,6,128,6.6,5000,16,64,dimensity 6300 5g,4.2,3845,567
redmi,note 14,titan black,amazon,24999,19999,5000,20,8,256,6.67,5000,16,50,dimensity 7025 ultra,4.4,9984,1298
redmi,note 14,titan black,amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,sd 7s gen 3,4.5,12321,1432
redmi,note 14,spectre blue,amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,sd 7s gen 3,4.5,12234,1412
honor,200 5g,black,amazon,39999,21698,18301,46,8,256,6.7,5000,50,50,octa-core,4.3,5854,786
oneplus,nord 4,obsidian midnight,amazon,32999,26999,6000,18,8,256,6.74,5000,16,50,snapdragon 7 plus gen 3,4.4,8421,1086
apple,iphone 15,blue,amazon,79900,69499,10401,13,16,256,6.1,4200,12,48,a17 pro,4.7,18845,2584
samsung,galaxy f55,raisin black,amazon,28999,18449,10550,36,8,128,6.6,5000,32,50,snapdragon 4 gen 2,4.2,5942,854
vivo,t3 lite,majestic black,amazon,15499,12850,2649,17,6,128,6.6,5000,8,50,dimensity 6080,4.2,6300,905
samsung,galaxy m56,black,amazon,30999,27998,3001,10,8,128,6.7,5000,32,50,4nm ai chipset,4.4,8600,1100
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,snapdragon 4s gen 2,4.1,6050,880
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,snapdragon 4 gen 2,4.1,6100,910
samsung,galaxy m36,serene green,amazon,22999,17499,5500,24,6,128,6.7,5000,12,50,exynos ai,4.3,7850,1130
redmi,note 14,ivy green,amazon,21999,16999,5000,23,6,128,6.67,5000,16,50,dimensity 7025 ultra,4.3,7400,1050
motorola,g35 5g,guava red,amazon,12499,10749,1750,14,4,128,6.6,5000,8,50,snapdragon 480+,4.2,4350,690
motorola,g96 5g,pantone greener pastures,amazon,20999,18199,2800,13,8,128,6.7,5500,32,50,snapdragon 7s gen 2,4.3,5100,780
redmi,13 5g,hawaiian blue,amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,snapdragon 4 gen 2 ae,4.3,6900,980
redmi,note 14,titan black,amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,snapdragon 7s gen 3,4.4,7400,1050
infinix,note 40,obsidian black,amazon,24999,15999,9000,36,8,256,6.78,5000,32,108,dimensity 7020,4.2,5300,800
motorola,edge 50,luxe lavender,amazon,41999,28399,13600,32,12,256,6.7,5000,50,50,snapdragon 7 gen 3,4.4,5950,870
lava,o3,glossy white,amazon,6499,5799,700,11,3,64,6.75,5000,8,13,unisoc t606,4.1,4200,660
lava,o3,glossy blue,amazon,6499,5799,700,11,3,64,6.75,5000,8,13,unisoc t606,4.1,4000,610
iqoo,neo 10,inferno red,amazon,45999,40998,5001,11,16,512,6.78,7000,16,50,snapdragon 8s gen 4,4.5,7600,1150
redmi,a3x,olive green,amazon,9999,6244,3755,38,3,64,6.6,5000,8,13,helio g36,4.2,5150,780
lava,o3 pro,glossy purple,amazon,8399,6999,1400,17,4,128,6.56,5000,8,50,unisoc t616,4.2,4350,640
redmi,note 14,spectre blue,amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,snapdragon 7s gen 3,4.4,7700,1110
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,snapdragon 4s gen 2,4.3,6050,920
samsung,galaxy m36,serene green,amazon,22999,17499,5500,24,6,128,6.7,6000,12,50,snapdragon 7 gen 1,4.4,8400,1220
redmi,13 5g,hawaiian blue,amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,snapdragon 4 gen 2 ae,4.3,6850,980
redmi,a5,jaisalmer gold,amazon,9999,7498,2501,25,4,128,6.71,5000,8,13,helio g36,4.1,4200,690
oppo,k12x 5g,midnight violet,amazon,16999,12999,4000,24,6,128,6.6,5100,16,64,snapdragon 695,4.3,4750,690
oppo,a3x 4g,nebula red,amazon,12999,8999,4000,31,4,64,6.6,5000,8,13,helio g36,4.1,3100,540
iphone,iphone 16e 128,white,amazon,59900,49999,9901,17,12,128,6.1,4600,12,48,a18,4.6,12400,1950
lava,blaze 2,glass blue,amazon,12499,9169,3330,27,6,128,6.6,5000,8,50,dimensity 6020,4.3,5800,870
redmi,note 14,titan black,amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,snapdragon 7s gen 3,4.4,8150,1220
redmi,note 14,spectre blue,amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,snapdragon 7s gen 3,4.4,7900,1150
samsung,galaxy a36,awesome lavender,amazon,38999,33999,5000,13,8,256,6.6,5000,32,50,snapdragon 7 gen 1,4.3,6600,980
vivo,x200 pro,cosmos black,amazon,101999,94999,7000,7,16,512,6.8,5000,32,50,dimensity 9400,4.5,7300,1120
lava,blaze 2,glass black,amazon,12499,9168,3331,27,6,128,6.6,5000,8,50,dimensity 6020,4.3,5600,850
tecno,pova 6,midnight shadow,amazon,15999,9999,6000,38,6,128,6.8,5000,16,108,dimensity 6300,4.2,4900,770
iphone,iphone 16 pro,desert titanium,amazon,119900,111900,8000,7,12,128,6.3,4700,12,48,a18 pro,4.7,14300,2350
samsung,galaxy a16,blue black,amazon,21499,17499,4000,19,8,128,6.5,5000,13,50,snapdragon 4 gen 2,4.3,6200,970
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,snapdragon 4s gen 2,4.3,6000,910
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,snapdragon 4 gen 2,4.2,5500,850
samsung,galaxy m36,serene green,amazon,22999,17499,5500,24,6,128,6.7,6000,12,50,snapdragon 7 gen 1,4.4,8900,1320
redmi,13 5g,hawaiian blue,amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,snapdragon 4 gen 2 ae,4.4,7300,1180
vivo,x200 pro,cosmos black,amazon,101999,94999,7000,7,16,512,6.8,5000,32,50,dimensity 9400,4.5,6800,1070
realme,gt 7,galaxy grey,amazon,69999,44999,25000,36,12,256,6.78,5000,32,50,snapdragon 8 elite,4.3,5900,940
redmi,14c 5g,stardust purple,amazon,14999,11498,3501,23,6,128,6.88,5160,8,50,snapdragon 4 gen 2,4.2,5500,860
xiaomi,xiaomi 14,shadow black,amazon,54999,29999,25000,45,8,256,6.55,4700,32,50,snapdragon 8s gen 3,4.4,5400,870
